,Name,Wins,Losses,Draws,Height,Weight,Reach,Stance,Age,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
1298,Bevon Lewis,7,3,0,190.5,185,79,1,35,3.73,43,2.67,54,0.00,0,66,0.0
1299,Brandon Lewis,6,2,0,162.6,135,70,1,29,2.17,29,3.63,53,1.00,15,20,0.0
1300,Malik Lewis,6,2,0,182.9,155,75,1,30,4.16,45,5.66,40,3.98,40,50,0.0
1301,Li Jingliang,19,9,0,182.9,170,71,1,38,4.46,42,3.95,56,1.19,41,60,0.0
1302,Li Yunfeng,9,5,0,172.7,135,68,1,27,0.53,29,2.55,35,0.00,0,50,0.0
1303,Liang Na,19,8,0,165.1,125,67,1,30,1.99,42,3.95,36,3.60,58,25,0.5
1304,Chuck Liddell,21,8,0,188.0,205,76,1,56,2.97,35,2.71,56,0.44,75,81,0.0
1305,Rodrigo Lidio,12,3,0,180.3,155,73,1,37,0.97,50,0.00,100,0.00,0,50,0.0
1306,Hyun Gyu Lim,13,7,1,190.5,170,77,1,41,4.45,41,5.07,51,0.23,100,73,0.2
1307,GwanWoo Lim,5,2,0,188.0,145,74,2,25,0.53,42,2.47,24,0.00,0,53,1.0
1308,Juliana Lima,9,5,0,165.1,115,65,1,44,1.94,44,2.11,55,1.72,31,70,0.0
1309,Dhiego Lima,17,9,0,188.0,170,75,1,37,3.12,39,3.88,58,1.26,34,73,0.6
1310,Andre Lima,12,1,0,170.2,125,67,1,27,3.89,57,2.83,59,0.96,60,76,1.0
1311,Felipe Lima,14,2,0,167.6,145,68,1,28,2.86,45,2.91,64,2.18,27,85,0.7
1312,Emiliano Linares,8,2,0,172.7,145,72,1,29,1.17,28,3.59,26,0.00,0,33,0.0
1313,Matt Lindland,22,9,0,182.9,185,74,2,56,2.62,50,1.56,52,3.01,48,60,1.3
1314,John Lineker,31,9,0,160.0,135,67,1,36,5.36,40,4.27,56,0.56,58,67,0.6
1315,Austin Lingo,9,3,0,177.8,145,70,1,32,3.86,37,4.86,57,0.43,66,75,0.0
1316,Philipe Lins,18,5,0,188.0,205,78,1,41,3.80,49,3.59,46,1.65,33,100,0.0
1317,Tainara Lisboa,7,4,0,170.2,135,67,1,35,2.01,44,2.88,45,1.67,31,53,0.3
1318,Dean Lister,13,7,0,185.4,185,75,1,50,1.26,35,1.89,61,1.58,15,50,1.1
1319,Liu Ce,4,1,0,190.5,205,77,1,29,13.31,71,6.32,50,0.00,0,100,0.0
1320,Adam Livingston,7,1,0,185.4,155,72,1,25,0.36,33,1.08,0,0.00,0,60,0.0
1321,James Llontop,14,5,0,182.9,155,73,1,27,5.57,41,4.12,57,0.00,0,54,0.0
1322,Artem Lobov,13,15,1,175.3,145,65,2,40,3.52,41,4.82,50,0.39,25,52,0.0
1323,Dylan Lockard,6,2,0,175.3,145,72,1,34,1.31,53,3.31,52,2.31,40,28,1.2
1324,Ryan Loder,8,3,0,188.0,185,76,2,35,5.10,69,2.46,50,1.37,14,100,1.4
1325,Christian Lohsen,4,2,0,188.0,155,77,2,31,5.27,49,6.93,44,0.00,0,0,2.0
1326,David Loiseau,23,11,0,182.9,185,76,1,46,1.59,44,3.64,43,0.43,42,36,0.1
1327,Hector Lombard,34,10,1,175.3,185,71,2,48,3.02,46,3.35,53,1.69,48,77,0.5
1328,Michael Lombardo,11,2,0,182.9,170,72,1,36,1.47,62,2.63,31,2.50,21,60,0.0
1329,Loma Lookboonmee,10,5,0,154.9,115,61,1,30,3.58,55,2.45,53,1.76,50,70,0.1
1330,Ange Loosa,10,5,0,177.8,170,74,1,33,5.46,46,6.59,52,2.53,39,83,0.2
1331,Diego Lopes,28,8,0,180.3,145,72,1,31,3.79,47,4.65,46,0.82,46,68,1.3
1332,Bruno Lopes,14,4,0,188.0,205,74,1,33,2.87,44,4.83,50,2.05,25,100,0.0
1333,Arthur Lopes,6,2,0,188.0,234,77,2,33,9.74,41,14.87,45,0.00,0,0,0.0
1334,Matthew Lopez,10,4,0,170.2,135,69,2,39,3.13,50,3.73,55,3.32,60,71,1.3
1335,Benito Lopez,10,2,0,177.8,135,73,3,32,4.39,45,5.18,56,0.00,0,73,0.3
1336,Gustavo Lopez,12,6,1,165.1,135,67,1,37,2.48,40,3.87,57,1.74,41,31,0.7
1337,Gabriel Lorenco,7,1,0,188.0,229,76,1,26,0.00,0,0.00,0,0.00,0,0,0.0
1338,Alik Lorenz,8,2,0,188.0,205,77,1,29,9.71,54,10.40,28,0.00,0,0,0.0
1339,Brendan Loughnane,17,3,0,177.8,145,70,3,36,6.23,63,6.70,53,1.50,30,92,0.0
1340,Caolan Loughran,10,2,0,167.6,135,68,1,30,4.73,42,5.20,52,3.00,34,87,0.0
1341,Joe Lowry,9,2,0,180.3,155,73,1,36,3.97,34,4.25,63,0.00,0,0,0.0
1342,Lu Kai,8,5,0,175.3,145,69,1,32,3.76,43,5.51,55,2.62,50,100,2.6
1343,Stephanie Luciano,8,2,1,167.6,115,65,1,26,5.25,42,3.29,63,1.47,66,80,0.5
1344,Iasmin Lucindo,18,6,0,160.0,115,66,1,24,3.22,45,2.80,62,2.28,55,68,0.1
1345,Duane Ludwig,21,14,0,177.8,170,70,1,48,4.62,44,3.05,57,0.43,25,59,0.1
1346,Lawrence Lui,8,2,0,170.2,135,72,1,30,3.96,41,3.56,63,4.57,39,100,0.0
1347,Juan Andres Luna,12,1,0,170.2,125,72,1,31,3.27,31,3.00,65,0.00,0,0,0.0
1348,Paula Luna,5,3,0,157.5,125,62,1,27,0.65,50,6.20,17,0.00,0,0,0.0
1349,Santiago Luna,8,1,0,175.3,135,74,1,22,4.74,53,2.76,67,2.30,71,57,0.9
1350,Dalcha Lungiambula,11,6,0,172.7,185,76,1,39,3.07,45,3.93,52,2.14,45,77,0.0
1351,Vicente Luque,24,13,1,180.3,185,75,1,34,4.69,50,5.19,51,0.83,46,60,0.7
1352,Travis Lutter,10,6,0,180.3,185,75,1,53,0.41,32,2.42,42,1.95,24,30,0.7
1353,Joilton Lutterbach,38,9,0,185.4,185,75,1,33,0.00,0,0.00,0,0.00,0,0,0.0
1354,Tucker Lutz,12,4,0,172.7,145,72,1,32,3.74,46,3.25,44,1.99,44,69,0.2
1355,Lv Zhenhong,16,6,0,172.7,145,67,3,33,0.00,0,0.00,0,0.00,0,0,0.0
1356,Chris Lytle,31,18,5,180.3,170,68,1,52,3.76,45,3.03,58,0.70,55,55,2.4
1357,Dong Hyun Ma,16,11,3,180.3,155,70,1,37,2.84,41,4.10,54,1.27,53,33,0.0
1358,Pawan Maan,7,3,1,170.2,155,70,1,40,0.89,44,2.98,43,0.00,0,0,0.0
1359,William Macario,9,3,0,180.3,170,75,1,35,4.92,54,3.96,65,1.85,45,78,0.0
1360,Jason MacDonald,25,16,0,190.5,185,80,1,51,1.55,52,2.70,46,1.43,16,35,2.0
1361,Rob MacDonald,5,4,0,190.5,205,78,1,47,1.80,50,2.04,46,7.19,80,80,5.4
1362,Rory MacDonald,19,4,0,182.9,170,76,1,37,3.75,42,2.80,62,1.77,47,88,0.4
1363,Ryan MacDonald,10,2,0,180.3,135,71,3,33,2.28,29,6.49,45,0.00,0,0,0.0
1364,Valesca Machado,8,3,0,162.6,115,63,1,30,2.40,32,2.87,64,0.00,0,76,0.0
1365,Caio Machado,8,4,1,193.0,250,78,2,32,5.82,53,2.87,63,0.00,0,82,0.0
1366,Ian Machado Garry,17,2,0,190.5,170,74,1,28,4.29,53,2.59,52,0.80,31,71,0.3
1367,Lyoto Machida,24,8,0,185.4,185,74,2,48,2.59,53,1.57,61,1.21,65,75,0.4
1368,Pauline Macias,4,1,0,162.6,115,64,2,38,0.80,29,4.60,42,2.00,18,0,0.0
1369,Reza Madadi,14,6,0,180.3,155,73,1,48,2.51,46,3.31,66,3.17,33,89,0.5
1370,Don Madge,9,3,1,182.9,155,72,2,35,2.08,52,0.74,67,2.22,25,80,0.7
1371,Victor Madrigal,15,5,0,170.2,135,71,1,36,2.31,38,9.56,50,0.00,0,0,0.0
1372,Jon Madsen,8,2,0,182.9,240,72,1,46,2.46,41,1.18,81,1.32,71,70,0.0
1373,Mark Madsen,12,2,0,172.7,155,72,1,41,3.56,49,3.97,52,2.86,66,62,0.0
1374,Yoshiro Maeda,35,16,5,170.2,139,68,2,44,2.36,33,2.55,63,2.93,51,50,0.7
1375,Leonardo Mafra,13,4,0,177.8,155,70,1,37,4.55,48,4.38,43,2.12,83,69,0.4
1376,Vinny Magalhaes,14,9,0,190.5,205,75,1,42,2.14,24,3.97,68,1.55,44,66,0.8
1377,Caio Magalhaes,10,3,0,185.4,185,73,1,38,2.27,40,2.78,56,1.05,15,58,1.6
1378,Angela Magana,11,9,0,154.9,115,65,1,43,1.53,28,4.92,42,0.40,25,28,0.4
1379,Neil Magny,32,15,0,190.5,170,80,1,39,3.39,47,2.41,51,2.13,39,55,0.3
1380,Raimond Magomedaliev,10,2,0,185.4,170,75,1,36,4.07,41,4.75,41,0.00,0,0,0.0
1381,Rashid Magomedov,20,2,0,175.3,155,70,1,41,4.40,49,3.05,54,0.67,57,89,0.2
1382,Ruslan Magomedov,14,1,0,190.5,242,78,1,39,4.02,47,1.47,66,0.33,100,88,0.0
1383,Abus Magomedov,29,7,1,188.0,185,78,1,35,3.06,48,3.34,56,2.50,59,100,0.6
1384,Shara Magomedov,17,1,0,188.0,185,73,1,32,5.55,62,3.62,45,0.00,0,73,0.0
1385,Murtazali Magomedov,11,0,0,175.3,145,70,1,27,4.83,48,2.07,81,5.17,50,0,5.2
1386,Zabit Magomedsharipov,18,1,0,185.4,145,73,1,35,4.89,48,3.00,64,5.22,56,77,0.8
1387,John Maguire,24,9,0,175.3,155,69,2,43,1.41,41,2.44,65,2.80,46,77,1.1
1388,Maheshate,12,5,0,182.9,155,71,1,26,3.97,31,5.89,52,0.00,0,47,0.2
1389,Demian Maia,28,11,0,185.4,170,72,2,48,1.80,43,2.07,63,2.49,24,61,1.0
1390,Jennifer Maia,21,10,1,162.6,125,64,1,37,4.35,38,4.52,55,0.42,27,58,0.1
1391,Nayara Maia,7,1,1,165.1,125,66,1,36,0.60,36,3.33,43,1.00,33,0,1.0
1392,Yilizhati Maimaitijiang,7,1,1,193.0,185,77,1,26,1.47,52,0.87,48,4.00,66,53,0.0
1393,Levan Makashvili,15,2,1,172.7,145,68,1,37,2.87,54,2.07,61,3.67,42,85,0.0
1394,John Makdessi,18,9,0,172.7,155,68,1,41,5.52,49,4.15,68,0.00,0,86,0.0
1395,Islam Makhachev,29,1,0,177.8,170,70,2,34,2.27,58,1.42,61,3.22,54,91,0.9
1396,Zach Makovsky,20,8,0,162.6,125,64,2,43,1.94,43,2.24,62,3.71,30,56,0.3
1397,Azat Maksum,15,3,0,170.2,125,70,2,31,2.75,27,4.25,52,3.50,31,85,0.2
1398,Fabio Maldonado,23,11,0,185.4,205,75,1,46,5.29,58,4.31,53,0.44,57,61,0.6
1399,Bea Malecki,4,1,0,175.3,135,74,1,35,6.84,46,6.96,62,0.00,0,78,1.1
1400,Jacob Malkoun,10,3,0,175.3,185,73,1,31,4.23,56,2.33,55,5.39,42,55,0.8
1401,Mike Malott,14,2,1,185.4,170,73,1,34,4.02,48,3.09,56,1.63,50,57,0.7
1402,Nate Maness,16,3,0,177.8,125,72,1,35,3.14,50,3.88,42,0.68,75,80,0.7
1403,George Mangos,10,1,0,172.7,145,69,3,23,1.30,50,0.67,58,0.00,0,42,3.5
1404,Marnic Mann,6,3,0,152.4,115,64,2,33,1.47,41,5.08,31,1.90,33,25,0.4
1405,Dylan Mantello,8,4,0,185.4,155,73,1,33,4.69,62,4.76,55,0.00,0,76,0.0
1406,Jimi Manuwa,17,6,0,185.4,205,79,1,46,3.43,54,3.97,49,0.53,18,70,0.4
1407,Dom Mar Fan,9,3,0,180.3,155,75,1,26,3.43,56,2.31,44,1.84,50,62,0.3
1408,Cristiano Marcello,13,6,0,175.3,155,72,1,48,2.56,33,3.61,58,0.44,11,20,0.9
1409,Daniel Marcos,18,1,0,170.2,135,69,1,33,4.90,53,3.79,61,1.35,52,85,0.1
1410,Marcos Mariano,6,6,0,185.4,155,76,3,39,0.25,27,2.11,43,0.00,0,28,0.0
1411,Chepe Mariscal,18,7,0,170.2,145,69,1,33,4.14,55,2.66,52,2.34,39,59,0.2
1412,Ronny Markes,17,5,0,185.4,185,75,1,38,2.17,53,2.43,45,3.13,40,100,0.5
1413,Rory Markham,17,6,0,182.9,170,71,1,44,1.98,21,10.27,45,0.00,0,0,0.0
1414,Randa Markos,11,12,1,162.6,115,63,1,41,2.97,43,3.10,58,1.12,28,52,0.2
1415,Christina Marks,8,9,0,170.2,125,69,1,40,5.00,58,3.00,64,7.50,100,0,0.0
1416,Brendon Marotte,8,3,0,175.3,145,70,1,30,0.41,50,5.70,28,0.00,0,0,0.0
1417,Nate Marquardt,35,19,2,182.9,185,74,1,47,2.71,49,2.32,55,1.87,51,70,0.8
1418,Danilo Marques,11,4,0,198.1,205,77,1,40,1.44,79,2.52,52,3.93,28,0,0.8
1419,Julian Marquez,9,6,0,188.0,185,72,1,36,5.06,45,5.35,50,0.00,0,54,2.6
1420,Carmelo Marrero,16,6,0,182.9,205,73,1,45,0.84,34,2.04,54,3.21,36,36,0.9
1421,Eliot Marshall,10,4,0,188.0,205,77,1,46,1.93,27,2.39,67,0.47,33,79,0.9
1422,Francis Marshall,10,3,0,175.3,155,72,1,27,3.19,34,3.45,55,2.71,47,88,0.5
1423,Jack Marshman,23,10,0,182.9,185,73,1,36,2.74,25,4.19,56,0.00,0,20,0.0
1424,Terry Martin,23,11,0,172.7,185,71,1,45,2.82,43,3.13,54,3.10,42,92,0.0
1425,Anthony Rocco Martin,17,6,0,182.9,170,73,1,36,2.68,37,2.59,58,0.71,27,68,1.0
1426,Mallory Martin,7,5,0,162.6,115,63,1,32,4.42,48,6.64,55,2.28,43,25,0.3
1427,Adrian Luna Martinetti,17,2,0,172.7,135,71,1,31,8.80,58,9.30,47,2.00,33,100,0.0
1428,Danny Martinez,21,8,0,167.6,125,67,1,41,2.73,28,3.77,63,3.00,45,36,0.0
1429,Henry Martinez,9,4,0,170.2,155,69,2,43,2.79,25,4.01,60,0.00,0,80,0.0
1430,Jonathan Martinez,19,6,0,172.7,135,70,2,32,4.44,49,4.09,56,0.38,35,68,0.1
1431,Mana Martinez,10,4,0,177.8,135,70,1,30,4.33,48,4.94,50,0.72,42,25,0.5
1432,Victor Martinez,13,7,0,170.2,155,70,1,35,7.53,51,7.75,52,0.67,33,80,0.0
1433,Roque Martinez,15,8,2,177.8,250,72,1,40,3.28,53,4.90,56,0.38,50,53,0.4
1434,Melissa Martinez,8,2,0,157.5,115,66,2,29,3.78,47,5.21,53,0.35,50,50,0.0
1435,Julieta Martinez,8,0,0,154.9,115,62,1,21,2.53,44,3.60,41,5.00,45,100,0.0
1436,David Martinez,14,1,0,165.1,135,67,1,28,4.82,46,2.90,69,0.60,25,100,0.0
1437,Adriano Martins,28,9,0,177.8,155,72,2,43,1.80,38,2.14,65,0.83,80,81,0.4
1438,Lucas Martins,19,3,0,182.9,145,72,2,37,2.87,35,4.14,60,0.00,0,76,0.5
1439,Bristol Marunde,16,10,0,185.4,170,75,1,44,1.42,21,4.40,47,1.60,33,14,0.0
1440,Kazuma Maruyama,11,7,0,180.3,155,72,1,34,3.83,41,2.23,53,4.79,33,100,0.0
1441,Islem Masraf,3,1,0,182.9,205,74,2,30,0.68,20,3.88,15,0.00,0,100,0.0
1442,Mike Massenzio,13,9,0,188.0,185,73,2,43,2.08,45,3.59,54,2.74,24,50,1.4
1443,Jameel Massouh,26,9,0,177.8,145,72,1,41,1.91,54,2.62,55,0.67,15,50,0.7
1444,Tiffany Masters,2,1,0,160.0,115,65,1,32,3.53,62,2.58,50,3.06,60,0,0.0
1445,Jorge Masvidal,35,17,0,180.3,170,74,1,41,4.05,47,3.05,64,1.38,59,72,0.3
1446,Al Matavao,8,3,0,172.7,205,67,1,32,7.84,46,6.70,58,0.00,0,0,0.0
1447,Arisa Matsuda,8,1,0,160.0,115,64,1,31,1.83,51,2.67,52,1.50,37,0,0.5
1448,Toki Matsui,6,1,0,167.6,125,65,1,26,0.00,0,0.00,0,0.00,0,0,0.0
1449,Jean Matsumoto,18,2,0,167.6,135,68,1,26,5.35,38,5.29,49,2.85,42,56,0.5
1450,Koyomi Matsushima,13,6,0,170.2,145,66,1,33,2.70,47,2.83,59,9.00,52,33,0.0
1451,Jake Matthews,23,8,0,180.3,170,73,1,32,3.36,44,2.58,60,1.36,41,66,0.7
1452,Connor Matthews,7,4,0,172.7,145,71,3,34,4.82,43,6.06,55,3.24,55,46,0.7
1453,Vladimir Matyushenko,27,8,0,182.9,205,74,1,55,1.90,44,1.62,59,3.25,46,70,0.1
1454,Miranda Maverick,17,6,0,160.0,125,65,2,29,3.22,44,2.25,61,2.16,40,45,0.4
1455,Nick Maximov,8,2,0,182.9,185,76,2,28,1.93,45,2.64,46,4.16,45,35,0.2
1456,Don'Tale Mayes,11,9,0,198.1,260,81,1,34,3.22,43,3.61,46,0.59,38,46,0.0
1457,Gray Maynard,13,7,1,175.3,155,70,1,47,1.92,32,2.64,66,2.91,47,81,0.7
1458,Gina Mazany,7,6,0,167.6,125,68,2,38,3.73,50,3.52,50,4.34,52,33,0.2
1459,Sabina Mazo,9,4,0,170.2,125,70,1,29,6.10,43,4.35,57,0.65,80,59,0.2
1460,Francesco Mazzeo,4,1,0,190.5,205,75,1,28,1.83,44,0.75,65,3.23,50,0,0.0
1461,Ian McCall,13,5,1,165.1,125,64,1,42,3.59,39,3.25,67,2.08,30,88,0.0
1462,Molly McCann,14,8,0,162.6,115,62,1,36,5.28,49,4.65,62,1.78,36,38,0.5
1463,Charles McCarthy,10,5,0,177.8,185,71,1,46,0.18,12,4.03,56,2.67,60,0,2.7
1464,Eric McConico,11,5,1,182.9,185,77,2,36,2.95,46,3.18,47,0.61,66,68,0.0
1465,Sean McCorkle,17,7,0,200.7,265,81,1,50,0.85,44,2.48,52,2.12,40,33,4.2
1466,Danni McCormack,9,2,0,162.6,125,62,2,36,6.93,51,4.53,60,6.00,42,50,2.0
1467,Paddy McCorry,7,1,0,190.5,185,73,3,28,6.20,55,2.47,53,1.00,50,0,0.0
1468,Liam McCracken,8,1,0,175.3,155,71,1,25,0.00,0,0.00,0,0.00,0,0,0.0
1469,Kris McCray,8,5,0,182.9,170,76,1,44,2.69,45,2.57,54,2.88,55,38,0.0
1470,Tamdan McCrory,14,5,0,193.0,185,76,3,39,2.07,49,1.60,46,2.28,50,33,2.5
1471,Rob McCullough,19,8,0,175.3,155,69,1,49,2.47,36,2.84,59,0.46,100,68,0.0
1472,Justin McCully,11,5,2,185.4,225,73,1,50,1.58,37,2.02,46,1.28,44,43,0.0
1473,Robert McDaniel,28,10,0,190.5,185,75,2,43,1.64,44,1.98,56,0.93,50,50,1.4
1474,Michael McDonald,17,4,0,175.3,135,70,1,35,2.69,42,2.76,57,1.09,66,52,1.4
1475,Drew McFedries,12,7,0,182.9,185,72,2,48,5.13,51,4.56,52,1.42,100,56,0.7
1476,Court McGee,23,14,0,180.3,170,75,1,41,4.50,36,3.65,60,1.78,24,70,0.5
1477,Marcus McGhee,11,2,0,172.7,135,69,1,36,5.44,43,3.64,56,0.24,11,90,0.2
1478,Conor McGregor,22,7,0,175.3,155,74,2,38,5.27,49,4.71,53,0.66,55,66,0.1
1479,Rhys McKee,14,7,1,188.0,170,78,1,30,4.71,40,7.15,47,0.00,0,47,0.0
1480,Cory McKenna,8,4,0,160.0,115,58,1,27,2.94,38,3.68,46,2.00,47,75,0.4
1481,Tim McKenzie,14,9,0,182.9,185,74,1,44,1.37,54,2.96,44,0.00,0,28,2.1
1482,Cody McKenzie,16,10,0,182.9,155,72,3,38,1.74,34,2.50,67,2.50,25,14,2.5
1483,Terrance McKinney,18,9,0,177.8,155,73,3,31,6.83,55,4.07,42,3.27,42,72,1.8
1484,Garreth McLellan,13,6,0,185.4,185,72,2,44,3.56,54,2.94,45,1.15,22,34,0.9
1485,Sara McMann,13,6,0,167.6,135,66,1,45,2.26,46,1.92,47,4.38,65,50,0.5
1486,Tommy McMillen,11,0,0,182.9,145,74,1,28,13.54,50,4.96,59,0.00,0,83,0.0
1487,James McSweeney,15,15,0,193.0,230,77,3,45,3.94,55,4.33,42,0.52,33,100,1.1
1488,Jackson McVey,8,2,0,193.0,185,77,2,27,7.14,61,3.96,32,0.00,0,0,0.9
1489,Tim Means,33,17,1,188.0,170,75,1,42,5.04,49,3.65,60,1.14,40,64,0.2
1490,Yancy Medeiros,15,8,0,177.8,155,75,1,38,4.36,37,5.67,47,0.33,50,73,0.7
1491,MarQuel Mederos,12,1,1,177.8,155,69,1,29,5.94,60,5.21,51,0.21,6,80,0.0
1492,Uros Medic,14,3,0,185.4,170,71,2,33,5.77,60,3.40,56,0.34,50,55,0.0
1493,Emil Meek,9,5,1,180.3,170,74,3,38,2.52,39,2.53,38,0.25,33,47,1.0
1494,Sanford Alton Meeks,1,1,0,195.6,265,75,1,32,0.71,42,4.47,38,7.06,25,0,0.0
1495,Gerald Meerschaert,37,22,0,185.4,185,77,2,38,2.95,45,3.44,53,1.70,29,40,1.5
1496,Jordan Mein,31,12,0,182.9,170,73,1,36,3.35,44,2.55,69,1.56,58,66,0.2
1497,Gilbert Melendez,22,8,0,175.3,145,73,1,44,3.44,33,2.53,63,1.64,41,71,0.2
1498,Anna Melisano,6,2,0,162.6,125,68,1,29,0.49,33,1.23,28,0.00,0,50,0.0
1499,Vanessa Melo,11,8,0,165.1,135,65,1,38,3.48,30,6.13,59,0.00,0,71,0.0
1500,Antonio Mendes,18,13,0,190.5,205,77,2,45,1.34,47,6.85,22,2.51,50,100,0.0
1501,Chad Mendes,18,5,0,167.6,145,66,1,41,2.78,49,2.35,67,4.13,55,100,0.3
1502,Augusto Mendes,6,2,0,167.6,135,65,1,43,2.42,34,3.91,56,1.75,33,80,0.0
1503,Mateus Mendonca,10,3,0,167.6,125,71,1,27,1.66,40,4.14,30,2.54,27,55,0.4
1504,Meng Bo,24,8,0,162.6,115,62,1,30,2.97,48,1.90,63,3.50,87,72,0.5
1505,Pietro Menga,13,0,0,170.2,125,68,2,38,0.00,0,0.00,0,0.00,0,0,0.0
1506,Alonzo Menifield,18,6,1,182.9,205,76,1,38,3.84,53,3.81,51,0.48,31,78,0.2
1507,Ivan Menjivar,25,12,0,167.6,145,64,1,44,2.78,37,2.76,65,0.56,28,38,1.0
1508,Bia Mesquita,8,0,0,162.6,135,67,1,35,4.52,57,1.27,71,3.57,75,0,3.6
1509,Yaotzin Meza,21,11,0,175.3,145,71,1,45,1.43,41,1.62,64,1.06,20,18,1.4
1510,David Mgoyan,7,1,0,175.3,145,70,1,22,5.67,44,7.53,48,2.00,16,100,1.0
1511,Jonathan Micallef,10,1,0,182.9,170,77,2,27,3.85,43,3.64,56,1.08,42,66,0.7
1512,Andreas Michailidis,13,6,0,182.9,170,76,1,38,2.90,51,3.57,44,1.12,27,50,0.0
1513,Zachary Micklewright,15,3,0,182.9,155,74,2,50,5.56,53,4.72,54,0.70,12,100,0.0
1514,Bojan Mihajlovic,10,6,0,180.3,205,73,1,46,1.23,35,5.95,47,0.00,0,33,0.0
1515,Curtis Millender,17,5,0,188.0,170,76,1,38,3.86,46,2.95,61,0.43,100,57,0.0
1516,Dan Miller,14,8,0,185.4,185,74,1,45,2.03,36,3.06,49,1.67,54,47,1.8
1517,Jim Miller,39,19,0,172.7,155,71,2,43,2.92,42,3.43,56,1.49,45,47,1.7
1518,Cole Miller,21,11,0,185.4,145,73,1,42,3.00,33,3.88,59,0.60,36,38,1.8
1519,Mo Miller,6,0,0,172.7,135,72,1,34,1.87,45,1.33,60,4.00,80,0,0.0
1520,Juliana Miller,6,4,0,170.2,125,66,1,30,2.74,41,3.84,45,2.38,31,44,1.3
1521,Ty Miller,8,0,0,188.0,170,77,1,26,9.13,46,3.90,63,0.00,0,91,0.0
1522,Trent Miller,10,3,0,177.8,185,72,1,30,2.13,32,5.94,47,3.36,50,0,1.7
1523,Che Mills,16,10,0,185.4,170,76,1,43,2.08,52,2.87,43,1.18,66,58,0.0
1524,Nina Milosevic,9,1,0,165.1,135,67,1,30,5.70,53,3.53,72,0.00,0,100,0.0
1525,Adam Milstead,8,4,0,190.5,205,76,1,39,3.85,46,4.79,43,0.00,0,64,0.0
1526,Alberto Mina,13,1,0,182.9,170,77,1,44,3.23,38,3.70,47,1.85,20,50,0.0
1527,Yunosuke Minami,6,1,0,165.1,135,65,1,25,1.45,52,5.38,36,0.00,0,53,0.0
1528,Artur Minev,7,1,0,175.3,155,69,1,22,1.02,61,3.57,26,0.00,0,64,0.0
1529,Mario Mingaj,7,1,0,190.5,185,78,1,27,1.62,33,6.49,52,0.00,0,0,0.0
1530,Darrick Minner,26,14,0,170.2,145,69,1,36,2.63,65,2.28,35,2.40,72,66,2.7
1531,Carlton Minus,10,3,0,177.8,170,75,1,33,3.50,40,4.97,50,0.00,0,58,0.0
1532,Stipe Miocic,20,5,0,193.0,240,80,1,44,4.67,52,4.01,52,1.74,34,65,0.0
1533,Frank Mir,18,11,0,190.5,264,79,2,47,2.18,47,3.84,38,2.02,40,54,2.0
1534,Bella Mir,4,1,0,170.2,135,66,2,23,2.00,38,3.20,61,1.00,16,0,0.0
1535,Mario Miranda,14,7,0,190.5,185,74,1,47,1.96,54,2.46,36,1.02,60,54,0.0
1536,Vitor Miranda,12,5,0,185.4,185,77,1,47,2.98,45,2.95,58,0.95,55,50,0.2
1537,Gabriel Miranda,17,8,0,180.3,145,71,1,36,3.23,43,6.01,37,4.75,38,0,1.9
1538,Alexis Miranda,9,3,0,185.4,170,74,1,27,3.70,37,7.65,31,0.00,0,16,0.0
1539,Richie Miranda,13,2,0,172.7,155,75,2,32,3.07,38,4.47,43,1.00,11,0,0.0
1540,David Mitchell,22,7,0,182.9,170,75,1,46,1.74,32,2.06,55,0.66,50,29,2.0
1541,Bryce Mitchell,19,4,0,177.8,135,70,2,31,2.19,59,1.51,58,3.12,36,38,1.3
1542,Terrence Mitchell,14,4,0,177.8,135,74,1,36,2.21,34,8.85,41,3.69,50,0,0.0
1543,Matt Mitrione,12,5,0,190.5,265,82,3,48,3.55,50,2.79,64,0.00,0,55,0.7
1544,Hiromitsu Miura,12,7,0,175.3,170,71,1,44,2.12,34,2.12,58,2.23,50,69,0.6
1545,Patchy Mix,20,3,0,180.3,135,70,2,33,5.30,43,7.30,43,2.50,62,0,0.0
1546,Ryuho Miyaguchi,7,1,0,177.8,135,68,1,28,4.56,60,6.78,45,0.00,0,53,0.0
1547,Takeya Mizugaki,21,11,2,170.2,135,69,1,42,3.37,37,3.27,57,1.46,57,70,0.1
1548,Mizuki,16,6,0,160.0,115,65,1,32,4.45,52,4.65,49,0.75,33,80,0.0
1549,Roxanne Modafferi,25,21,0,170.2,125,69,1,43,3.35,30,5.70,51,1.35,23,30,0.1
1550,Bobby Moffett,13,5,0,177.8,145,73,1,36,3.41,39,3.15,61,2.74,66,66,1.4
1551,Nate Mohr,9,7,0,175.3,155,72,1,43,3.79,41,2.50,74,0.45,50,71,0.0
1552,Renato Moicano,21,7,1,180.3,155,72,1,37,4.10,49,3.55,59,1.68,40,64,0.6
1553,Thiago Moises,19,10,0,175.3,155,70,1,31,2.52,42,4.40,52,1.37,29,52,1.1
1554,Muhammad Mokaev,13,0,0,170.2,125,70,1,26,1.61,45,1.35,57,5.29,41,25,0.8
1555,Ashkan Mokhtarian,13,3,0,167.6,125,67,2,40,1.95,43,3.66,43,0.54,16,33,0.0
1556,Suman Mokhtarian,8,5,0,172.7,145,72,1,34,2.21,43,6.85,48,0.00,0,0,0.0
